"date","user","text"
"Sun Jun 07 07:13:27 PDT 2009","CaraProductions","Sailing again today. "
"Tue Jun 02 05:15:32 PDT 2009","Azaka","@indacell now you know what I'm going through! Not even edge on phone coverage "
"Thu Jun 18 09:13:55 PDT 2009","xtinanatmeats","my hormones are starting to go out of control, i need help and the boyfriend isn't doing anything about it "
"Sun May 31 16:01:37 PDT 2009","irenigma","Just finished article on neurobiology of child abuse.. Interesting but it makes me so sad "
"Mon May 18 01:07:11 PDT 2009","tanzey1","@F1sasha charming "
"Mon Jun 15 04:58:19 PDT 2009","frenchTara","@Becca0833 just read your text &quot;echelon day&quot;...so fucking beautiful "
"Sun Jun 07 17:02:31 PDT 2009","MissLatriece","@jamiexvampire my favorite part is with kristin and robert  lol"
"Sat Jun 20 09:58:18 PDT 2009","pamboo80","Nadal pulls out of Wimbledon 2009 because of injured knees "
"Sat Apr 18 23:50:26 PDT 2009","rocklobstar","was talking to benjamin but he had to get off  missing him already"
"Sat May 30 06:52:48 PDT 2009","andrea_r","@Silkfair I've got 700 themes on my hard drive "
"Sun May 10 04:01:34 PDT 2009","dotwa","wishes I didn't have to go to bed alone "
"Sat May 30 23:21:42 PDT 2009","ChrisRyanMusic","@i_know_im_kevin yup. "
"Fri Jun 19 17:45:13 PDT 2009","Jdaydreaming","@hypnoticeing oh wait, your a Christian, not a Muslim so you dont get the virgins. Aw poo "
"Mon Jun 01 14:39:11 PDT 2009","lgalarra","@jaom7 ffmpeg is one the most useful pieces of sofware I know and it is FOSS "
"Fri Jun 05 23:25:11 PDT 2009","tsand","@iegg why did you quit me on ustream after i gave you 10k???? "
"Sun Jun 07 09:59:19 PDT 2009","Judi6o9","@petitecurvydiva  yes the words penetrate right through ones soul...ahhh to be loved like that "
"Fri Jun 19 23:40:08 PDT 2009","whatyouown","@yourlegsgrow no    I have a job now, so if I save up, I may be able to manage something! I need to see you again! &lt;33"
"Sat May 30 14:39:25 PDT 2009","GWilson2009","@EBischoff Oh Yeah! LA Lakers 2009 Playoff Champions Guaranteed "
"Mon Jun 01 23:47:05 PDT 2009","l17_glg","I have an office day today and look at the weather again! "
"Sat May 09 19:00:54 PDT 2009","crossmyheart93","@TWLOHA http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!"
"Sat May 30 03:11:27 PDT 2009","ZaphodCamden","@Selbelina If I ever want a publicist, you're getting the job!!  enjoy your Saturday x"
"Mon Jun 01 02:36:02 PDT 2009","zephacaalim","@regie97.. hahaha.. yah lgi.. murag surprised jud..  hahaha cant get over it )"
"Sat May 30 16:36:18 PDT 2009","laroche_p","@yellowstoneshel I am always so envious and equally delighted of journeylistic (yeah that's a word) lifestyle.  Keep it going. "
"Sat May 30 22:59:43 PDT 2009","alexandrea88","Lovely day today. Currently dying... allergies suck. At tha spot knockin dwn the lovely parts or earth! "
"Fri May 22 03:26:31 PDT 2009","RawRbert","@humanCollective I mean we'll be staying here till we can get a swap  we wont be living in that perfect wee flat anymore &gt;_&lt;"
"Mon Jun 01 13:38:04 PDT 2009","JoseFWIGGY","Itsmay_yay www poor maybelle "
"Sun May 31 15:03:39 PDT 2009","mbookworm","Early morning tomorrow so off to bed, good night all.  "
"Fri May 29 14:08:15 PDT 2009","partywithneha","@mokshjuneja if i am in Mumbai, definitely will "
"Wed Jun 17 10:46:32 PDT 2009","jessicamarilyn","sucks i wont be going to the PPP premiere tomorrow  have fun to whoevers going though!"
"Mon Jun 15 12:47:15 PDT 2009","elisabeth_L5","I wish i knew how to swim, anyone wants to teach me? "
"Fri May 29 11:55:36 PDT 2009","iamestelledos","Voting for @mileycyrus for the MTV Award  Hope you win!"
"Thu May 14 06:33:09 PDT 2009","klovehearne","My zumba class is cancelled  so i am on the eliptical today watching regis and kelley very boring"
"Sat May 09 23:21:39 PDT 2009","HopeVista","Ocean sounds cd "
"Sat May 16 23:50:22 PDT 2009","luckyChing","OH OH OH !  I don't want to leave my home  "
"Mon May 18 02:35:27 PDT 2009","stekosteko","@dmlekuz yours too is awesome! It would be cool to share some implementation ideas "
"Sat Apr 18 08:56:18 PDT 2009","shutUPvictoriya","omg. comments just arrived in the mail. KILL ME NOW.  i need to get grades UP! no more fb."
"Wed Jun 03 03:53:20 PDT 2009","marginatasnaily","oh. my friend's not coming over this afternoon. I was really looking forward to seeing her!  MISS YOU @ilovelukelou xxx"
"Sat Jun 20 16:12:54 PDT 2009","PopTart91","Hates leaving the mall empty handed. "
"Tue Apr 21 01:31:04 PDT 2009","rosiefresh","@MrsPBoutique and a big fat official welcome to @leapfrogg young lady "
"Wed Jun 17 18:00:39 PDT 2009","ammerferg","Today was.. pretty damn terrible. Summer school sucks. Foreigners suck. Walks home hurt. Old people suck. No time with boy sucks "
"Fri Jun 05 09:10:38 PDT 2009","dialsoap","oh for serious? #robotpickuplines I can't laugh at some because I just don't understand I feel dumb again "
"Mon Jun 01 03:31:03 PDT 2009","BendyWalker","@tasteofchaosgrl tonight? Nooo. I'm in a raid on WoW, and it's Microsoft's E3 Press Conference!!  "
"Mon Apr 06 23:23:30 PDT 2009","markdavidson","Hi, I'm here. I've been on the phone all day long, catching up with calls, making plans, executing strategy. It's been a very good day. "
"Tue Jun 16 03:59:33 PDT 2009","daverama","@geekgirl444 - '10-4', it's good to have clear 'ground rules' ... "
"Sat Jun 06 06:11:15 PDT 2009","cavorting","@MummaBear so where are you today hon? Looking forward to your hot date?, hope it goes well and you get some great sex  x"
"Fri May 29 00:20:50 PDT 2009","BonesCrazy24","Blehckk ! my cereal is yuck  why does it taste sour ?"
"Fri Jun 19 11:35:54 PDT 2009","ChrisKoenig","@MissToi Omar had to go back to work "
"Sun May 17 11:20:49 PDT 2009","danibindustries","@brendonuriesays at least you didnt wake up to the cries of an abandoned kitten.  heart breaking, right?"
"Wed Jun 17 06:51:16 PDT 2009","sagarun","Gnome goes crazy after suspending and resuming the notebook  everything starts crashing  #gnome"
"Sun Jun 21 06:46:01 PDT 2009","heyimiinnayoh","@viancamay i miss you. dkta mcontact ngaung mga araw, i called knna but no one answers. aww "
"Mon Jun 15 17:11:25 PDT 2009","bgeraldes","@Jonasbrothers it's tomorrow guys "
"Sat Jun 06 10:53:31 PDT 2009","dKGymnast","Competition today at 4 ! Hope i do well. (yn) "
"Wed Jun 17 20:21:22 PDT 2009","MaryfkaCrazy","@EDDIEKLIVE Hmm Mr. K I don't see any East Coast date!   I may have to live vicariously through YOUTUBE &amp;TWITTER &amp; pretend I am there!;P"
"Fri Jun 05 23:09:01 PDT 2009","sunveins","oh poor rosie  her stomach is sooo loud. that's what happens when she eats grass. i can't imagine how that isn't painful either "
"Sat May 30 05:13:28 PDT 2009","tweettweetbabe","i think i av a cold "
"Sat May 02 02:31:15 PDT 2009","boxOFjuice","@Felitherandom Cool! Aww your bracelet is probly among those on his back pack. Unless he has a poles in his room to hang em' on heh "
"Mon Jun 15 06:55:30 PDT 2009","galenblade","@idaimages Loved Atlantean Adrift on Saturday, though I think I still have sand in my shoes.  Thanks for the game!"
"Sat Apr 18 07:31:02 PDT 2009","ZarahC","Yes Cousie Star, may i propose the week after next? My school life will be officially over! Am I am not excited about it. "
"Sun May 03 21:37:07 PDT 2009","InstantAction","@Kichigai Most sites don't make OS X versions of the plugin. We did though! "
"Sun May 31 19:05:18 PDT 2009","Mzfuller8","@foxtoledo sound and audio is off again "
"Fri Jun 19 16:03:58 PDT 2009","jessicajudd","I'm sad cuz I always been sending messages to @mcflyharry (even when he wasn't using twitter) and he DOESN'T reply me  I'm a loseeeer :'("
"Fri May 29 12:47:01 PDT 2009","Masspearl","wishes she was in Boston for DMB "
"Sat Apr 18 16:52:52 PDT 2009","VanessaCorsetti","OMG.. Someone help!!! I can't stop sneeeezing  If 1 more person says bless yu I'm gonna screeeeam!!"
"Sun May 31 07:07:23 PDT 2009","emotionalpedant","@jamiesmart no I am sat on the couch moaning and J is colouring a massive picture of the Stannah Stairlift factory "
"Thu Jun 18 17:43:59 PDT 2009","zh","updated to iPhone 3.0 - no push notifications, no tethering, MMS only for me.com "
"Thu May 14 08:13:26 PDT 2009","addieking","@tsoslow That looks awesome  I need a beach in my life... ;-)"
"Sat Jun 06 22:38:57 PDT 2009","whitraye","@Amyj859 amy...was Hef there? "
"Wed Jun 03 00:41:16 PDT 2009","FloppyNono","@b4k4n3k0 you're a trent reznor? sorry to hear about the tiny penis "
"Sat May 30 18:32:34 PDT 2009","lauraamackinnon","Plymouth date  with david "
"Thu May 28 23:34:54 PDT 2009","carousella","Going to see the 9:15pm screening of Adventureland tonight. "
"Wed Jun 24 23:20:44 PDT 2009","toddsoulas","@Danasaur4 no :s well for dani's house yeah. but for my new house no "
"Mon Apr 20 02:36:06 PDT 2009","bencounsell","not feeling well today "
"Sun May 31 08:49:36 PDT 2009","EMMAKATE76","@JRKNaughtyNurse @silver_tulip27 hey girls! How you doing? Enjoy NKOTB on @1045CHUMFM I'm not at a pc so can't listen  have a great day"
"Sat May 30 18:52:18 PDT 2009","jamieleev","Love my new, super tall Michael Kors heels! Dont even know if i can walk in them...but they look damn good! hehe "
"Mon Jun 15 06:51:14 PDT 2009","Xirconnia","@xxferretgirlxx I'm having one right now.. but it's only a week and it already feels like it's over "
"Mon Jun 01 05:39:56 PDT 2009","pod13","must finish laundry "
"Sat May 30 14:57:47 PDT 2009","hzNET","@martijnbrant Yeah..you're right!  some movies you have to see in the cinema."
"Sat May 02 03:16:30 PDT 2009","marreflarre","Going out to get some sun, it's a wonderful day with clearblue sky "
"Fri Jun 05 22:32:14 PDT 2009","helenismo","and france is my life! "
"Fri May 29 16:12:34 PDT 2009","BRIAN510","Blah at home in oakland now  prob hit the gym soon then eat some sushi then catch me at illusions"
"Fri May 22 04:20:19 PDT 2009","VegMeg","meg its absolutely amazing what going to bed smiling every night does for your mornings.  good morning!!!"
"Tue Jun 02 23:39:36 PDT 2009","SettyLovesYou","It's 2:35am... Can't sleep  But I am very much enjoying the lightning &amp; thunderstorms right outside my bedrm windows."
"Thu Jun 18 15:08:46 PDT 2009","Emery26","Is wishing I was at my cousins bachlor party "
"Fri May 22 08:20:26 PDT 2009","astacis","@JRobz http://bit.ly/lRBf9  I recomed watching the one from TODOU "
"Tue Jun 16 01:24:13 PDT 2009","procphil","@DreamingSpain You know where I am if you need to share "
"Fri Jun 19 22:07:07 PDT 2009","angnifor","I hate storms. "
"Sat Apr 18 22:45:57 PDT 2009","PoshGlamNat","@anandkarat Tom Papa is hilarious. He had his own sitcom at one point but it obv got cancelled "
"Sat Jun 20 19:21:26 PDT 2009","renrew","Playing rockband all by my lonesome.  BUT I just passed my first expert song ever! Hurray!!"
"Mon Jun 15 06:58:59 PDT 2009","sdweathers","@AgingBackwards It's Magic Jacky!  I'm taking your favorite mode of transportation again tmrw night -- but to Beijing. Not Tampa. "
"Sat Jun 06 18:11:40 PDT 2009","AlexReifel","Just had an amazing dinner with my second family. "
"Fri May 22 06:06:59 PDT 2009","pric3r","had a dandy time at the movies "
"Fri May 22 02:26:44 PDT 2009","SorenLorensen","Dang. I won't be able to go to the gym today if I can't drive my car - for shame! Sadly, I can still go for a run "
"Sun May 31 16:09:19 PDT 2009","holtong","@tomwilliamsboat  xxxxx"
"Fri Jun 19 08:05:39 PDT 2009","unrealmusik","@fauntleroy i do  have you got down to the bottom of any of them?"
"Fri May 29 10:46:36 PDT 2009","smilehari","becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting... "
"Sat Jun 06 21:01:59 PDT 2009","kkalee","moving? no thank you "
"Mon Jun 15 17:30:51 PDT 2009","islandtex13","Too bad I don't know how to do a crying smiley "
"Thu Jun 18 07:42:12 PDT 2009","CrystalGibson","Does anyone know if http://blogger.com is down? It won't let me post  #fail http://myloc.me/4i8c"
"Mon Jun 01 11:44:55 PDT 2009","CAYLLLES","@sunburntdoe Ugh, I was just up because of insomnia  that sucks! What'd you have to do for it?"
"Sat Jun 06 08:30:34 PDT 2009","Phenix7d7d","@ifiredmyboss604 the link went nowhere      you are a bunny ears tease"
"Sat Apr 18 16:58:27 PDT 2009","la_miss","@onegirlcreative I hope your little one feels better soon "
"Sat Jun 06 03:34:01 PDT 2009","alephdmc","Passed by today's #coffeeTU to pick up my hungry niece @tikuyuz. Hello all! "
"Fri May 01 22:25:30 PDT 2009","museum_flavor","left my power cord @ the WMA board meeting. "
"Thu Jun 25 00:27:45 PDT 2009","SamHasHeart"," not the same without a goodnight....hm. Wish me luck tomorrow on the flight though!"
"Sat Jun 06 09:57:56 PDT 2009","Adnile","Going 2 my friends house and taking it easy  I wanna party "
"Sat May 30 13:56:47 PDT 2009","yorks2texas","2155 - Well - Susan didn't make it ...   Runner up to a bunch of dancers - Gobsmacked - there's no other word for it ...."
"Tue Jun 16 08:05:31 PDT 2009","MyriamRS","Flies on my screen, the negative side of living in a small village "
"Sat May 30 20:56:47 PDT 2009","LaurangeJuice","another sarurday nite fucked to ruins  theres no originality left in the world"
"Fri Jun 05 15:33:42 PDT 2009","aaronlozano","@joeydavila i had a dentist appt. like that once. only once.  "
"Sat May 30 15:15:41 PDT 2009","longcheng","road trip to LA june 27th-30th. anyone?  SM and AI audition!"
"Sun May 31 14:08:58 PDT 2009","jenna_burpee","feeling a little crafty. "
"Wed Jun 03 04:01:11 PDT 2009","76birdy76","@FakerParis  LOL  Boy I have to say you have quit the following. I'm lossing people. "
"Sun Jun 07 01:03:26 PDT 2009","EChartofilis","&quot;I don't care if you love or hate me, life's a bitch now fuck you baby *spanish words*&quot; Off to exercise! "
"Tue Jun 16 07:44:00 PDT 2009","amandaa16","HAPPY JONAS DAY EVERYONEE!! "
"Sat May 30 01:33:26 PDT 2009","trisected","@sxpphire on my phone i use fring or tweet.sg, which i text to the thing straight.  look for fun people to follow!"
"Sun Jun 07 07:16:09 PDT 2009","Mariiio","@yeelam yeah i hv a album wif my family ^^ , yes  dont like school i have 10 hours tomorrow   i know your brother ^^"
"Wed Jun 17 05:59:05 PDT 2009","Dendune","Off to work  , then Cubs game tomorrow "
"Mon Jun 01 15:10:57 PDT 2009","AmandaArchie","@julianax02 that happens to me a lot. i just reset it. hold the middle button and the menu button  it wont delete your songs. it refreshes"
"Mon Jun 15 22:18:41 PDT 2009","melliveshere","My first twit... I mean tweet. I cant believe I gave in. "
"Mon May 04 00:25:54 PDT 2009","evankinney","can't sleep; thinking about tomorrow "
"Sun May 03 04:17:36 PDT 2009","HelenAmmoniac","Morning! (: Had a weird dream......youtube was involved..... Scary stuff..... =D &lt;&lt;I have some obsession with these smiley-faces..... "
"Mon Jun 15 06:03:06 PDT 2009","sastha"," No followers for me...still posted 6 updates...  "
"Thu Jun 18 20:39:42 PDT 2009","laurynjordan","I mad my computer is actin up "
"Fri May 29 21:23:12 PDT 2009","Roxie22","Hmmm guys..... I'm freaking out!!! This is so NOT me!!!! "
"Sun Jun 07 11:25:01 PDT 2009","lala_beth","I should probably get back to work.. bleeeeeeeeeeeh "
"Thu May 28 23:35:17 PDT 2009","tajrahil20","biked for an hour..ate a sang witch .. took a shower.. feels good "
"Sat May 02 06:32:56 PDT 2009","Xirconnia","@phillipgomer rock on, you crazy diamond.  when's wingnite returning??"
"Sun May 31 08:40:40 PDT 2009","xtoatsmagoatsx","@whowatcheswho I'm in what hell on earth would be like lol I'm literally dripping of sweat  got the gaga on tho so not all is lost"
"Sun Jun 21 01:12:20 PDT 2009","cleotie","is drooling over Canon DSLRs. -sigh- how I wish I have one "
"Thu May 28 22:06:49 PDT 2009","mpolinar","- heated arguments does a number on my stomach. "
"Mon Jun 01 08:03:01 PDT 2009","MsContessa","is getting up.... bout to start this day. Giving thanks to God for waking me up! "
"Mon Jun 01 18:22:23 PDT 2009","cjsn","@RichmondGL I'm totally impressed by your song choice, but sadly the link doesn't work "
"Sat Jun 06 05:28:31 PDT 2009","prilly","@liswebnet head hit the pillow... didn't even turn around "
"Mon Jun 01 06:48:43 PDT 2009","andypiper","@Helzerman re govt owned business and your Post Office example... You wouldn't say that if you lived in the UK! "
"Mon Jun 01 16:15:20 PDT 2009","jorja_","Impressed myself today. I only watched the New Moon trailer twice.  I can't believe I have to wait until Nov 20th! That's OUTRAGEOUS! LOL!"
