"rm";"id_projeto";"projeto";"tipo_rm";"titulo";"criacao_rm";"termino_rm";"data_corte";"is_backlog"
18864;17;GSAN;Atendimento;Solicitação de query - matrículas com faturamento de esgoto (adimplência antes e depois do início da cobrança de esgoto);"22/12/2017";"27/12/2017";"01/03/2017";0
18865;3;Alpha;Atendimento;Retirar usuária do grupo de usuário CP e TR.;"22/12/2017";"22/12/2017";"01/03/2017";0
18866;3;Alpha;Atendimento;desbloquear e resetar senha;"22/12/2017";"22/12/2017";"01/03/2017";0
18867;3;Alpha;Atendimento;Resetar senha;"22/12/2017";"22/12/2017";"01/03/2017";0
18868;17;GSAN;Evolutiva;Projeto Nova Olinda - Permitir o encaminhamento na abertura do RA por setor comercial - subdivisão da localidade;"22/12/2017";"03/04/2018";"01/03/2017";0
18869;38;BI Desenvolvimento;Atendimento;[COMERCIAL] ADICIONAR CORDENACAO NA ABA DE COMPARATIVO DE FATURAMENTO E ARRECADACAO;"22/12/2017";"29/12/2017";"01/03/2017";0
18870;3;Alpha;Atendimento;Resetar senha;"22/12/2017";"22/12/2017";"01/03/2017";0
18871;17;GSAN;Evolutiva;Projeto Nova Olinda - Inclusão de associação no âmbito do setor comercial e a unidade organizacional.;"22/12/2017";"03/04/2018";"01/03/2017";0
18872;17;GSAN;Atendimento;Implantar imóvel na RD 12/2016;"22/12/2017";"27/12/2017";"01/03/2017";0
18873;17;GSAN;Atendimento;Matrícula 55173842;"22/12/2017";"27/12/2017";"01/03/2017";0
18875;16;SGCQ;Atendimento;Valor do Magnesio nao sendo atualizado;"22/12/2017";"27/12/2017";"01/03/2017";0
18876;3;Alpha;Atendimento;admin/solution - alteração de perfil;"22/12/2017";"22/12/2017";"01/03/2017";0
18877;17;GSAN;Atendimento;CONTROLE PRODUTIVIDADE;"26/12/2017";"28/12/2017";"01/03/2017";0
18878;28;SIC;Correções;"Na aprovação do comunicado de manutenção não está ""pintando"" as áreas no mapa";"26/12/2017";"27/12/2017";"01/03/2017";0
18879;61;SIG - Sistema Informações Gerenciais;Atendimento;CONTROLE PRODUTIVIDADE;"26/12/2017";"15/05/2018";"01/03/2017";0
18880;3;Alpha;Atendimento;Prestação de contas de Adiantamento do Travel;"26/12/2017";"09/01/2018";"01/03/2017";0
18881;17;GSAN;Atendimento;Erro de arquivo txt;"26/12/2017";"26/12/2017";"01/03/2017";0
18882;3;Alpha;Atendimento;ACESSO AO ALPHA;"26/12/2017";"26/12/2017";"01/03/2017";0
18884;17;GSAN;Corretiva;"341 - PROCESSOS PARA EXECUCAO DIARIA";"26/12/2017";"24/01/2018";"01/03/2017";0
18886;28;SIC;Evoluções e Novos Projetos;[Canal de Denúncias] Pesquisa de satisfação;"26/12/2017";"25/04/2018";"01/03/2017";0
18887;17;GSAN;Atendimento;Implantar imóvel na RD 12/2016;"26/12/2017";"27/12/2017";"01/03/2017";0
18888;17;GSAN;Evolutiva;INTEGRAÇÃO DO GSAN-AC COM O MÓDULO DE MAPAS DO APK DE LEITURA;"26/12/2017";"25/05/2018";"01/03/2017";0
18889;17;GSAN;Atendimento;APURAÇÃO PAGAMENTO TELECOBRANÇA;"26/12/2017";"27/12/2017";"01/03/2017";0
18891;3;Alpha;Atendimento;admin/solution - alteração de senha;"27/12/2017";"27/12/2017";"01/03/2017";0
18892;3;Alpha;Atendimento;admin/solution - alteração de senha;"27/12/2017";"27/12/2017";"01/03/2017";0
18894;17;GSAN;Atendimento;Solicitação de query - dados de faturamento e arrecadação (baseline PPP);"27/12/2017";"27/12/2017";"01/03/2017";0
18895;17;GSAN;Atendimento;ENCERRAMENTO DE RA'S EM BLOCO;"27/12/2017";"06/02/2018";"01/03/2017";0
18896;3;Alpha;Atendimento;ATENDIMENTO;"27/12/2017";"27/12/2017";"01/03/2017";0
18897;17;GSAN;Atendimento;Contratro de Parcelamento;"27/12/2017";"04/05/2018";"01/03/2017";0
18898;17;GSAN;Atendimento;CRIAÇÃO DE QUERY DE RA'S PENDENTES E ENCERRADOS;"27/12/2017";"29/12/2017";"01/03/2017";0
18899;17;GSAN;Evolutiva;Trava na emissão de extrato de débito para clientes ajuizados.;"27/12/2017";"28/12/2017";"01/03/2017";0
18901;17;GSAN;Atendimento;Implantar imóvel na RD 12/2016;"27/12/2017";"27/12/2017";"01/03/2017";0
18902;17;GSAN;Atendimento;Incluir colaboradora em situação especial de cobrança.;"27/12/2017";"27/12/2017";"01/03/2017";0
18903;3;Alpha;Atendimento;SOLICITAÇÃO DE NOVA SENHA DO ALPHA;"27/12/2017";"27/12/2017";"01/03/2017";0
18905;17;GSAN;Atendimento;Implantar imóvel na RD 12/2016;"27/12/2017";"27/12/2017";"01/03/2017";0
18907;3;Alpha;Atendimento;Funcionario fora da estrutura de posição;"27/12/2017";"27/12/2017";"01/03/2017";0
18908;17;GSAN;Atendimento;Verificar a Matrícula 697338, pois não está sendo emitida faturas;"27/12/2017";"08/01/2018";"01/03/2017";0
18910;17;GSAN;Atendimento;comando brk;"27/12/2017";"28/12/2017";"01/03/2017";0
18911;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] CRIAR VISÃO DE INCREMENTOS APÓS INSTALAÇÃO/SUBSTITUIÇÃO DE HIDROMETROS;"27/12/2017";"22/02/2019";"01/03/2017";0
18912;17;GSAN;Atendimento;Query Micromedição - Rodrigo;"28/12/2017";"28/12/2017";"01/03/2017";0
18913;17;GSAN;Atendimento;Planilha com informações de percentuais de esgoto em Arcoverde;"28/12/2017";"28/12/2017";"01/03/2017";0
18914;17;GSAN;Atendimento;Implantar imóvel na RD 12/2016;"28/12/2017";"28/12/2017";"01/03/2017";0
18915;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Classificar as OS de corte que provém de RA ou não (a pedido, seletivo ou comando);"28/12/2017";"18/01/2018";"01/03/2017";0
18916;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Mostrar efetividade quantitativa (qtd religações / qtd cortes) e R$ (valor pago após corte / valor total cobrado). O critério para identificar retorno de cobrança será o pagamento de alguma conta do documento de cobrança ou não, após o corte e;"28/12/2017";"03/09/2018";"01/03/2017";0
18917;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Criar faixas de dias entre data de corte e data de pagamento conforme planilha (0 a 30, 31 a 60, 61 a 90, 90 < ...);"28/12/2017";"10/01/2019";"01/03/2017";0
18918;17;GSAN;Atendimento;Analisar matrícula- Exclusão da RD 12/2016;"28/12/2017";"28/12/2017";"01/03/2017";0
18919;17;GSAN;Atendimento;Verificar matrículas excluídas do benefício da RD 12/2016;"28/12/2017";"28/12/2017";"01/03/2017";0
18920;28;SIC;Correções;Bloqueio ao digitar as atividades e escala de trabalho no Remanejamento;"28/12/2017";"10/01/2018";"01/03/2017";0
18921;3;Alpha;Atendimento;Criar um usuário no ALPHA para FABIANA MARQUES DOS SANTOS;"28/12/2017";"28/12/2017";"01/03/2017";0
18922;3;Alpha;Atendimento;admin/solution - alteração de senha;"28/12/2017";"28/12/2017";"01/03/2017";0
18923;17;GSAN;Atendimento;Implantar imóvel na RD 12/2016;"28/12/2017";"28/12/2017";"01/03/2017";0
18924;3;Alpha;Atendimento;Criação de consulta de Código de Baixa;"28/12/2017";"15/01/2018";"01/03/2017";0
18925;17;GSAN;Atendimento;Imóvel sem logradouro no Pré GSAN setor 130, localidade 62- Goiana;"28/12/2017";"29/12/2017";"01/03/2017";0
18926;17;GSAN;Evolutiva;Extrato de Debito - Diferença;"28/12/2017";"11/09/2018";"01/03/2017";0
18927;17;GSAN;Atendimento;correção de boleto;"28/12/2017";"03/01/2018";"01/03/2017";0
18928;17;GSAN;Atendimento;Retificação de extração - Planilha com informações de percentuais de esgoto em Salgueiro;"28/12/2017";"29/12/2017";"01/03/2017";0
18934;17;GSAN;Atendimento;exclusão de matrícula;"28/12/2017";"06/02/2018";"01/03/2017";0
18935;17;GSAN;Atendimento;Cadastrar a empresa BRK Ambiental no processo de atualização cadastral;"28/12/2017";"04/01/2018";"01/03/2017";0
18936;3;Alpha;Evoluções e Novos Projetos;Extração de dados do APLHA para Transparência e Publicidade;"28/12/2017";"29/01/2018";"01/03/2017";0
18937;3;Alpha;Atendimento;Carga na base de DADOS para TRAVEL;"28/12/2017";"15/01/2018";"01/03/2017";0
18938;17;GSAN;Atendimento;ALTERAR MAPA BASE DO MÓDULO DE GEORREFERENCIAMENTO DO GSAN;"29/12/2017";"04/10/2018";"01/03/2017";0
18939;3;Alpha;Atendimento;admin/solution - alteração de senha;"29/12/2017";"29/12/2017";"01/03/2017";0
18940;17;GSAN;Atendimento;Verificar acesso no GSAN usuaria Lyvia Mynnelli CPF 060585754-78;"29/12/2017";"05/01/2018";"01/03/2017";0
18941;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Consulta Arrecadação Safra - Unidade de Negócio;"29/12/2017";"19/03/2018";"01/03/2017";0
18942;61;SIG - Sistema Informações Gerenciais;Atendimento;Gerar período de 201604 a 201609 - Query FATURAMENTO SUSPENSO do SIG;"29/12/2017";"28/02/2018";"01/03/2017";0
18943;17;GSAN;Atendimento;Inserção de inscrição, endereço  e situação de ligação para imóveis novos que serão fiscalizados- Setor 175, localidade 62- Goiana;"29/12/2017";"03/01/2018";"01/03/2017";0
18944;3;Alpha;Correções;Alteração No boletim de Medição;"29/12/2017";"15/01/2018";"01/03/2017";0
18945;60;SIPLAN - Sistema Planejamento;Atendimento;Cálculo das metas;"29/12/2017";"19/09/2018";"01/03/2017";0
18947;17;GSAN;Atendimento;Retirar código 42;"29/12/2017";"02/01/2018";"01/03/2017";0
18951;3;Alpha;Atendimento;Resetar senha;"29/12/2017";"29/12/2017";"01/03/2017";0
18952;3;Alpha;Atendimento;Resetar senha;"29/12/2017";"29/12/2017";"01/03/2017";0
18953;3;Alpha;Atendimento;Resetar senha;"29/12/2017";"29/12/2017";"01/03/2017";0
18954;17;GSAN;Atendimento;PROCESSO 3 - GERAR DADOS PARA LEITURA GRUPO 9;"29/12/2017";"02/01/2018";"01/03/2017";0
18955;3;Alpha;Atendimento;resetar senha;"29/12/2017";"29/12/2017";"01/03/2017";0
18956;3;Alpha;Atendimento;Resetar senha;"29/12/2017";"29/12/2017";"01/03/2017";0
18957;17;GSAN;Corretiva;Correção em arquivo de roteiro para fiscalização do setor 175, localidade 62- Goaina;"29/12/2017";"03/01/2018";"01/03/2017";0
18958;3;Alpha;Atendimento;Resetar senha;"29/12/2017";"29/12/2017";"01/03/2017";0
18962;3;Alpha;Atendimento;Prestação de contas de adiantamento do TRAVEL 2;"02/01/2018";"07/03/2018";"01/03/2017";0
18963;17;GSAN;Atendimento;Solicitação de query - planilha com informações de percentuais de esgoto em Arcoverde;"02/01/2018";"05/01/2018";"01/03/2017";0
18964;3;Alpha;Atendimento;CRIAÇÃO DE CHEQUE;"02/01/2018";"02/01/2018";"01/03/2017";0
18965;28;SIC;Evoluções e Novos Projetos;Filtrar NATUREZA DO SERVIÇO: CELPE;"02/01/2018";"12/01/2018";"01/03/2017";0
18969;57;ITC ;Evoluções e Novos Projetos;Petaso - Incorporar identidade visual;"02/01/2018";"02/01/2018";"01/03/2017";0
18970;57;ITC ;Evoluções e Novos Projetos;Petaso - Utilizar cpf ao invés da matrícula no cadastro;"02/01/2018";"17/01/2018";"01/03/2017";0
18971;57;ITC ;Evoluções e Novos Projetos;Petaso - Formulário de cadastro de usuários;"02/01/2018";"17/01/2018";"01/03/2017";0
18972;57;ITC ;Atendimento;Petaso - Solicitar lista de veículos com Valéria;"02/01/2018";"10/01/2018";"01/03/2017";0
18973;57;ITC ;Evoluções e Novos Projetos;Petaso - Informarções do motorista em: minhas solicitações;"02/01/2018";"17/01/2018";"01/03/2017";0
18974;57;ITC ;Evoluções e Novos Projetos;Petaso - Testes e verificações de envio de e-mail;"02/01/2018";"16/01/2018";"01/03/2017";0
18975;57;ITC ;Evoluções e Novos Projetos;Petaso - Ampliar envio de email para trâmite da solicitação;"02/01/2018";"17/01/2018";"01/03/2017";0
18976;57;ITC ;Evoluções e Novos Projetos;Petaso - Adicionar etapa de liberação pelos gerentes (1ª etapa);"02/01/2018";"17/01/2018";"01/03/2017";0
18977;17;GSAN;Atendimento;FATURAR GRUPO FATURAMENTO  GR-05;"02/01/2018";"02/01/2018";"01/03/2017";0
18978;57;ITC ;Evoluções e Novos Projetos;Ciclope - Atualizar mecanismo de atualização de dados;"02/01/2018";"02/01/2018";"01/03/2017";0
18979;57;ITC ;Evoluções e Novos Projetos;Ciclope - Incluir situação da ligação de esgoto;"02/01/2018";"29/10/2018";"01/03/2017";0
18980;57;ITC ;Evoluções e Novos Projetos;Ciclope - Apresentar faturamento de água e esgoto separadamente;"02/01/2018";"29/10/2018";"01/03/2017";0
18981;57;ITC ;Evoluções e Novos Projetos;Ciclope - Mostrar o score de cobrança atual do cliente;"02/01/2018";"29/10/2018";"01/03/2017";0
18982;57;ITC ;Evoluções e Novos Projetos;Ciclope - Mostrar informação se cliente possui poço ou não;"02/01/2018";"29/10/2018";"01/03/2017";0
18983;57;ITC ;Evoluções e Novos Projetos;Ciclope - Incluir dashboard inicial;"02/01/2018";"29/10/2018";"01/03/2017";0
18984;57;ITC ;Evoluções e Novos Projetos;Ciclope - Incluir os dados diários da arrecadação;"02/01/2018";"29/10/2018";"01/03/2017";0
18985;28;SIC;Correções;Erro ao aprovar comunicado de manutenção;"02/01/2018";"02/01/2018";"01/03/2017";0
18986;17;GSAN;Atendimento;Pesquisa;"02/01/2018";"23/02/2018";"01/03/2017";0
18987;17;GSAN;Atendimento;Listagem de serviços de corte;"02/01/2018";"11/01/2018";"01/03/2017";0
18988;17;GSAN;Atendimento;RD 12/2016;"02/01/2018";"11/01/2018";"01/03/2017";0
18990;3;Alpha;Atendimento;Sem conseguir fazer RC;"02/01/2018";"02/01/2018";"01/03/2017";0
18991;13;JUSCOMPESA;Evoluções e Novos Projetos;Ajustes na Aba do Juscompesa _Relacionamento com Orgãos de Controle;"02/01/2018";"17/04/2018";"01/03/2017";0
18992;17;GSAN;Atendimento;Caixas/Unidade | Levantamento das caixas de responsabilidade da BRK;"02/01/2018";"24/01/2018";"01/03/2017";0
18993;17;GSAN;Atendimento;Atualização de Query;"02/01/2018";"05/01/2018";"01/03/2017";0
18994;13;JUSCOMPESA;Atendimento;Extrair relatório CONTINGENCIA ANALÍTICO para o período 03/09;"02/01/2018";"15/01/2018";"01/03/2017";0
18995;17;GSAN;Atendimento;Retorno da ordem de serviço;"02/01/2018";"10/04/2018";"01/03/2017";0
18996;17;GSAN;Atendimento;RD 12/2016;"02/01/2018";"11/01/2018";"01/03/2017";0
18997;17;GSAN;Atendimento;LIBERAR ACESSO A CARTEIRA DE CONDOMINIO E VAREJO;"02/01/2018";"03/01/2018";"01/03/2017";0
18998;17;GSAN;Atendimento;Lotes Petrolina;"02/01/2018";"07/03/2018";"01/03/2017";0
18999;61;SIG - Sistema Informações Gerenciais;Atendimento;[GMR] - Incluir os campos setor comercial e quadra da localidade na tabela VIEW do SIG;"02/01/2018";"30/01/2018";"01/03/2017";0
19000;13;JUSCOMPESA;Atendimento;Ajustes na Aba do Juscompesa - Relacionamento com órgãos de Controle;"03/01/2018";"29/01/2018";"01/03/2017";0
19001;3;Alpha;Atendimento;admin/solution - alteração de senha;"03/01/2018";"03/01/2018";"01/03/2017";0
19002;20;SIM;Atendimento;Relação das obras duplicadas e autor;"03/01/2018";"03/01/2018";"01/03/2017";0
19003;3;Alpha;Atendimento;Liberação para Mover Objeto Serial no Alpha e Histórico do Objeto Serial;"03/01/2018";"01/06/2018";"01/03/2017";0
19004;17;GSAN;Atendimento;Query - Debito Estado até 11/2017.;"03/01/2018";"03/01/2018";"01/03/2017";0
19005;17;GSAN;Atendimento;Conta Fixa - Simbolo no Gsan;"03/01/2018";"04/01/2018";"01/03/2017";0
19006;3;Alpha;Atendimento;Cancelamento IDNF;"03/01/2018";"08/01/2018";"01/03/2017";0
19007;3;Alpha;Atendimento;Mensagem de erro ao importar arquivo;"03/01/2018";"03/01/2018";"01/03/2017";0
19008;20;SIM;Evoluções e Novos Projetos;Acrescentar campo para anexos à Obra;"03/01/2018";"04/01/2018";"01/03/2017";0
19010;17;GSAN;Corretiva;Pagamento parcial de um documento de cobrança;"03/01/2018";"10/05/2018";"01/03/2017";0
19011;3;Alpha;Atendimento;Rejeição: NF-e de devolução;"03/01/2018";"03/01/2018";"01/03/2017";0
19012;17;GSAN;Atendimento;comando brk;"03/01/2018";"03/01/2018";"01/03/2017";0
19014;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Incluir no analítico a nova abordagem para o faturamento indireto;"03/01/2018";;"01/03/2017";0
19015;3;Alpha;Atendimento;acesso do usuário rodrigolira as atribuições da ADTE;"03/01/2018";"03/01/2018";"01/03/2017";0
19016;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;QUERY - ANORMALIDADE DE CONSUMO - FALTA DE INFORMAÇÃO;"03/01/2018";;"01/03/2017";0
19017;17;GSAN;Atendimento;REGISTRO DE ATENDIMENTO COMERCIAL PENDENTE;"03/01/2018";"04/01/2018";"01/03/2017";0
19018;17;GSAN;Atendimento;Query - Debito Estado até 11/2017.;"03/01/2018";"08/01/2018";"01/03/2017";0
19019;17;GSAN;Evolutiva;GSANAS - Aba Dados Rede de Água - tornar obrigatório preencher os campos diâmetro, tipo de material e profundidade conforme parâmetro no tipo de serviço;"03/01/2018";;"01/03/2017";0
19020;3;Alpha;Atendimento;Mensagem de Erro - requisição de compras autorizada no site 600;"03/01/2018";"15/01/2018";"01/03/2017";0
19021;17;GSAN;Atendimento;Autorizar funcionária na carteira de Mario Gouveia;"03/01/2018";"04/01/2018";"01/03/2017";0
19024;61;SIG - Sistema Informações Gerenciais;Atendimento;Atualização Relação de devedores;"03/01/2018";"25/05/2018";"01/03/2017";0
19026;17;GSAN;Atendimento;PROCESSO 259 - GERAR TXT OS CONTAS PAGAS PARCELADAS;"04/01/2018";"11/01/2018";"01/03/2017";0
19027;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;[GMR] - Incluir os dados setor comercial e quadra da localidade na planilha operacional gerada pelo SIG;"04/01/2018";"30/01/2018";"01/03/2017";0
19028;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Inserir novos campos de pesquisa no BI Analítico;"04/01/2018";"09/02/2018";"01/03/2017";0
19029;20;SIM;Correções;Erro ao excluir pleitos de abreu e lima;"04/01/2018";"04/01/2018";"01/03/2017";0
19030;17;GSAN;Atendimento;Falha envio da conta por email;"04/01/2018";"22/01/2018";"01/03/2017";0
19031;20;SIM;Evoluções e Novos Projetos;Acrescentar valor na Autorização de Serviço;"04/01/2018";"08/01/2018";"01/03/2017";0
19032;3;Alpha;Atendimento;OC Confirmada/Fechada;"04/01/2018";"08/01/2018";"01/03/2017";0
19033;3;Alpha;Atendimento;PLANO 2018;"04/01/2018";"04/01/2018";"01/03/2017";0
19034;3;Alpha;Atendimento;Usuário sem conseguir vincular uma OS ao PLANO2018;"04/01/2018";"04/01/2018";"01/03/2017";0
19035;17;GSAN;Evolutiva;Alteração formulário inspeção;"04/01/2018";"25/05/2018";"01/03/2017";0
19036;17;GSAN;Atendimento;RD 12/2016;"04/01/2018";"11/01/2018";"01/03/2017";0
19037;61;SIG - Sistema Informações Gerenciais;Atendimento;REGISTRO DE ATENDIMENTO COMERCIAL PENDENTE;"04/01/2018";"08/02/2018";"01/03/2017";0
19038;3;Alpha;Atendimento;Migração anual  de projetos para PLANO 2018;"04/01/2018";"19/02/2018";"01/03/2017";0
19039;17;GSAN;Atendimento;Query contrato Petrolina;"04/01/2018";"08/01/2018";"01/03/2017";0
19040;17;GSAN;Atendimento;Funcionalidades grupo Agua da Compesa;"04/01/2018";"04/01/2018";"01/03/2017";0
19041;20;SIM;Evoluções e Novos Projetos;Separar por gerência as obras prioritárias no painel de controle;"04/01/2018";"20/04/2018";"01/03/2017";0
19042;17;GSAN;Atendimento;Histograma de consumo para Revisão Tarifária 2018;"04/01/2018";"26/01/2018";"01/03/2017";0
19043;3;Alpha;Atendimento;Habilitar acesso;"04/01/2018";"29/01/2018";"01/03/2017";0
19044;17;GSAN;Atendimento;URGENTE - CANCELAR GERAÇÃO DE OS AUTOMATICA DE REVISÃO DE CONUMO PARA A ANORMALIDADE DE ALTO CONSUMO - AC;"05/01/2018";"06/02/2018";"01/03/2017";0
19047;17;GSAN;Atendimento;Grupo Especial Agua da Compesa;"05/01/2018";"28/05/2018";"01/03/2017";0
19048;17;GSAN;Atendimento;RD 12/2016;"05/01/2018";"26/02/2018";"01/03/2017";0
19049;17;GSAN;Evolutiva;Criação do campo na tabela ORDEM_SERVICO - Referencia de pagamento no boletim de medição;"05/01/2018";"12/07/2018";"01/03/2017";0
19050;3;Alpha;Atendimento;Requisição de Material;"05/01/2018";"09/01/2018";"01/03/2017";0
19051;3;Alpha;Atendimento;Requisição de Material;"05/01/2018";"09/01/2018";"01/03/2017";0
19052;3;Alpha;Atendimento;Requisição de Material;"05/01/2018";"09/01/2018";"01/03/2017";0
19053;3;Alpha;Atendimento;Requisição de Material;"05/01/2018";"09/01/2018";"01/03/2017";0
19054;3;Alpha;Atendimento;Requisição de Material;"05/01/2018";"05/01/2018";"01/03/2017";0
19055;3;Alpha;Atendimento;Requisição de Material;"05/01/2018";"05/01/2018";"01/03/2017";0
19056;3;Alpha;Atendimento;Requisição de Material;"05/01/2018";"05/01/2018";"01/03/2017";0
19057;3;Alpha;Atendimento;impressão BM;"05/01/2018";"05/01/2018";"01/03/2017";0
19058;61;SIG - Sistema Informações Gerenciais;Atendimento;Coluna Tarifa Media de Água zerada no 201711-853;"05/01/2018";"30/01/2018";"01/03/2017";0
19061;17;GSAN;Atendimento;Relacionar os imóveis novos referente a localidade Goiana - 62, Setor 175;"05/01/2018";"16/01/2018";"01/03/2017";0
19062;17;GSAN;Atendimento;RETIRAR CODIGO 43 - 53844995;"05/01/2018";"08/01/2018";"01/03/2017";0
19064;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Dados dívida cobrança;"05/01/2018";;"01/03/2017";0
19065;3;Alpha;Atendimento;criação de case;"05/01/2018";"05/01/2018";"01/03/2017";0
19066;17;GSAN;Atendimento;composição contas a receber novembro  2017;"05/01/2018";"08/01/2018";"01/03/2017";0
19067;17;GSAN;Atendimento;composição contas a receber dezembro 2017;"05/01/2018";"19/01/2018";"01/03/2017";0
19068;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Dados de débito tempo de atraso;"05/01/2018";;"01/03/2017";0
19069;17;GSAN;Atendimento;Relatorio de partes relacionadas data base dezembro  de 2017;"05/01/2018";"19/01/2018";"01/03/2017";0
19070;3;Alpha;Atendimento;Criação de novos usuários do alpha;"05/01/2018";"08/01/2018";"01/03/2017";0
19071;17;GSAN;Atendimento;Processo 50 - ENCERRAR ARRECADACAO PARTE 2;"06/01/2018";"08/01/2018";"01/03/2017";0
